label,method,poll_interval_ms,block_number,block_timestamp_unix,observed_at_unix_ms,abs_latency_ms
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043419,1778160023,1778160025473,2473.060
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043420,1778160035,1778160043471,8471.229
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043421,1778160047,1778160055471,8471.671
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043422,1778160059,1778160067464,8464.136
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043423,1778160071,1778160073466,2466.632
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043424,1778160083,1778160085469,2469.329
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043425,1778160095,1778160097480,2480.939
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043426,1778160107,1778160109464,2464.120
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043427,1778160119,1778160121469,2469.826
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043428,1778160131,1778160133470,2470.300
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043429,1778160143,1778160145470,2470.664
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043430,1778160155,1778160157466,2466.094
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043431,1778160167,1778160169465,2465.055
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043432,1778160179,1778160187469,8469.818
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043433,1778160191,1778160199476,8476.861
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043434,1778160203,1778160205465,2465.418
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043435,1778160215,1778160223469,8469.953
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043436,1778160227,1778160229469,2469.436
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043437,1778160239,1778160247480,8480.146
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043438,1778160251,1778160259469,8469.909
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043439,1778160263,1778160265473,2473.542
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043440,1778160275,1778160277465,2465.303
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043441,1778160287,1778160289479,2479.333
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043442,1778160299,1778160301488,2488.181
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043443,1778160311,1778160313465,2465.221
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043444,1778160323,1778160325480,2480.776
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043445,1778160335,1778160337467,2467.725
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043446,1778160347,1778160349461,2461.132
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043447,1778160359,1778160361477,2477.740
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043448,1778160371,1778160373464,2464.380
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043449,1778160383,1778160385466,2466.172
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043450,1778160395,1778160397468,2468.010
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043451,1778160407,1778160409464,2464.397
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043452,1778160419,1778160421472,2472.837
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043453,1778160431,1778160433470,2470.392
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043404,1778159843,1778159851471,8471.625
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043405,1778159855,1778159863468,8468.501
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043406,1778159867,1778159875467,8467.499
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043407,1778159879,1778159887483,8483.287
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043408,1778159891,1778159899470,8470.835
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043409,1778159903,1778159911469,8469.674
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043410,1778159915,1778159923469,8469.937
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043411,1778159927,1778159935463,8463.259
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043412,1778159939,1778159947469,8469.884
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043413,1778159951,1778159959470,8470.981
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043414,1778159963,1778159971472,8472.159
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043415,1778159975,1778159983473,8473.257
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043416,1778159987,1778159995467,8467.871
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043417,1778159999,1778160007467,8467.457
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043418,1778160011,1778160019486,8486.350
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043419,1778160023,1778160031466,8466.324
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043420,1778160035,1778160043463,8463.350
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043421,1778160047,1778160055465,8465.397
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043422,1778160059,1778160067464,8464.136
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043423,1778160071,1778160079470,8470.906
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043424,1778160083,1778160091466,8466.708
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043425,1778160095,1778160103467,8467.110
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043426,1778160107,1778160115466,8466.048
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043427,1778160119,1778160127470,8470.017
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043428,1778160131,1778160139465,8465.470
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043429,1778160143,1778160151479,8479.523
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043430,1778160155,1778160163463,8463.454
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043431,1778160167,1778160175472,8472.663
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043432,1778160179,1778160187466,8466.237
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043433,1778160191,1778160199470,8470.303
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043434,1778160203,1778160211491,8491.299
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043435,1778160215,1778160223469,8469.953
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043436,1778160227,1778160235467,8467.533
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043437,1778160239,1778160247477,8477.267
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043438,1778160251,1778160259461,8461.659
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043439,1778160263,1778160271466,8466.124
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043440,1778160275,1778160283462,8462.040
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043441,1778160287,1778160295465,8465.934
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043442,1778160299,1778160307470,8470.281
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043443,1778160311,1778160319468,8468.991
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043444,1778160323,1778160331483,8483.633
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043445,1778160335,1778160343479,8479.438
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043446,1778160347,1778160355469,8469.543
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043447,1778160359,1778160367471,8471.353
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043448,1778160371,1778160379465,8465.437
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043449,1778160383,1778160391464,8464.663
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043450,1778160395,1778160403467,8467.581
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043451,1778160407,1778160415463,8463.338
http_poll_blockNumber@12s,http_poll_blockNumber,12000,25043452,1778160419,1778160427469,8469.896
